image,description
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/toothpaste_box_5118.png,A box of toothpaste sitting on top of a white wall.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/empty_bug_spray_1535.png,A can of off active insect repellent sitting on a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/empty_Biscuit_box_1521.png,A box of shortbread cookies sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/soda_can_4902.png,A can of bubbly sparkling water sitting on a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/syrup_glass_bottle_5015.png,A can of beer sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/seran_wrap_4763.png,A piece of white rock on a white surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/pop_can_4600.png,A can of soda sitting on top of a plastic bag.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/large plastic lid_1312.png,A plastic container sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/coconut water bottle.png,A carton of coconut water sitting on a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/beverage_metal_can_278.png,A can of beer sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/clean_plastic_laundry_detergent_bottle_1041.png,A bottle of Woolite laundry detergent sitting on a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/tv_box_5146.png,A box of electronics sitting on a wooden floor.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/plastic_packaging_4310.png,A package of toothpaste sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/aluminium_coke_can_43.png,A can of coca cola sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/wine_bottle_5281.png,A brown glass bottle with a red label on it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/cardboard_microwave_box_636.png,A cardboard box sitting on the floor next to a wall.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/clean_whipping_cream_container_1065.png,A carton of dairyland whipping cream on a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/paper_cup_sleeve_3991.png,A brown paper cup sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/small plastic lids.png,A wooden table topped with four clear plastic plates.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/glass_cologne_bottle_2476.png,A clear glass bottle sitting on a granite counter top.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/ice_cream_container_2674.png,A cup of ice cream sitting on a counter top.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/empty_container_of_edible_oil_1577.png,A plastic bottle with a yellow cap sitting on a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/wine_bottle_5292.png,A bottle of wine sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/cardboard_39.png,A box of cantucci on a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/empty_tissue_box_min_1777.png,A blue and black box sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/plastic_bucket_43534.png,A can of strawberry ice cream sitting on a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/croissant_pack_1227.png,A brown paper bag sitting on top of a granite counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/paper_towel_cardboard_roll_4079.png,A roll of brown paper on a white surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/beer_can_220.png,a close up of a blue and white object on a table
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/glass_food_container_2401.png,a close up of a glass jar on a table
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/piece_of_paper_product_manual_4146.png,A piece of paper sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/unusable_chemical_cleaning_min_5154.png,A bottle of hand sanitizer sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/plastic container_170.png,A wooden table topped with a plastic container filled with food.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/lindor_wrapper_3325.png,A red and white wrapped candy sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/ad_paper_19.png,A magazine on a wooden table with a bunch of items on it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/clean_plastic_lemonade_bottle_913.png,A bottle of liquid sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/shampoo_bottle_4774.png,A bottle of body lotion sitting on a counter top.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/plastic_container_4435.png,A white cup with orange stripes on it sitting on a carpet.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/piece_of_recyclable_paper_4179.png,A piece of white paper with a sticker on it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/empty_cardboard_box_1548.png,A box of compostables sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/cardboard juice bottle_54543.png,A carton of milk sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/paper envelope.png,A blue envelope sitting on top of a marble counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/piece_of_cardboard_padding_4133.png,A cardboard box with a hole in it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/paper envelope_10.png,A white envelope sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/pop_can_4601.png,A can of 7UP mini on a black surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/food_glass_jar_2087.png,A glass jar with a red lid sitting on a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/popcorn_cardboard_box_4612.png,A box of popcorn sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/paper_envelope_3810.png,A white envelope with a green label on it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/beer_bottle_156.png,A bottle of beer sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/stretchy_plastic_bag_4994.png,A pile of plastic bags sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/plastic_lid_4298.png,A blue plastic button sitting on top of a white towel.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/medium_metal_lid_3409.png,A white and gold bowl sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/egg_packaging_1442.png,A carton of eggs sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/clean_plastic_cup_1035.png,A clear plastic cup sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/glass_bottle_2305.png,a close up of a light bulb on a white surface
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/soda can.png,A can of lemonade sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/metal_cap_3514.png,A close up of a coin on a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/empty_cardboard_container_1550.png,A green box sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/paper_cake_mug_mixture_3759.png,A packet of mug cake sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/bubly_carbonated_drink_can_404.png,A can of soda sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/glass_bottle_2248.png,A bottle of water sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/paper_gift_box_3840.png,a box with a label on it sitting on a table
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/paper_leaflet_3844.png,A piece of paper sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/canola_oil_437.png,A bottle of mazola oil on a white background.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/receipt_paper_4676.png,A piece of white paper sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/chocolate_742.png,A bar of dark chocolate on a white surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/clean_subway_sandwich_wrapper_957.png,A crumpled piece of paper sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/glass_jar_2424.png,A small glass jar sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/metal_can_3431.png,a close up of a metal container on a table
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/drink_can_1396.png,a close up of a metal object on a white surface
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/plastic food container_58.png,A white container sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/empty_plastic_bottle_1709.png,A bottle of hand sanitizer sitting on a tiled floor.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/carton_box_690.png,A cardboard box sitting on a tiled floor.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/crushed_aluminium_can_1262.png,A can of soda sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/expired_yogurt_cup_1867.png,A hand holding a cup of yogurt with a strawberry on it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/wine_bottle_5288.png,A bottle of wine sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/paper_19.png,A magazine on a wooden table with a picture of two people with backpacks.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/Stretchy_plastic_bag_4997.png,A bag of chips sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/cardboard_delivery_box_624.png,A cardboard box with a barcode on it sitting on a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/crumpled_scratch_paper_1260.png,A crumpled piece of paper sitting on top of a wooden floor.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/flyer_1968.png,A close up of a business card on a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/cartoon_box_692.png,A box of mango popsicles sitting on a counter top.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/chocolate_drink_plastic_bottle_738.png,A bottle of chocolate milk sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/cream_cheese_box_1221.png,A box of cream cheese sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/dirty_coca_can_1330.png,A plastic cup with a straw sitting on top of a piece of paper.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/receipt_4657.png,A receipt with a barcode on it sitting on a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/grocery_bag_2594.png,A plastic bag sitting on top of a tiled floor.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/empty_orange_box_1671.png,A white and orange box sitting on a carpeted floor.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/plastic container_79.png,A clear plastic container sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/tim_hortons_cup_5066.png,A red and white cup sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/Plastic_Bag__4351.png,A plastic bag sitting on top of a white table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/plastic_empty_shampoo_bottle_4456.png,A tube of Hello Kitty premium bubble bath on a white surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/can_438.png,A can of soda sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/orange_juice_plastic_jug_3733.png,A bottle of orange juice sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/paper_flyer_3835.png,A book with a picture of a plate of food on it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/Plastic_bottle_4388.png,A bottle of water sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/profiteroles_cardboard_box_4640.png,A box of poppies sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/cardboard box_153.png,A box of Nintendo Switch games sitting on a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/plastic container_37.png,A plastic container with a label on it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/cereal_bar_box_701.png,A box of kind bars sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/Paper__3929.png,A piece of paper that is sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/glass_wine_bottle_2500.png,A bottle of wine sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/beer_bottle_188.png,A green bottle of beer sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/chocolate_bar_cardboard_packaging_735.png,A box of chocolate with a bite taken out of it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/paper cup_32.png,A paper cup sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/milk_carton_3575.png,A carton of earth's own oat milk on a carpeted floor.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/supplement_bottle_5012.png,A bottle of biotin on a white surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/Paper_toilet_paper_roll_4076.png,A roll of toilet paper sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/pop_can_4603.png,A can of soda sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/cardboard_119.png,A box of beer sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/catalog_paper_696.png,A piece of paper with a bunch of magazines inside of it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/yogurt_cup_5341.png,A cup of yogurt sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/beer_bottle_173.png,A bottle of beer with a picture of a monster on it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/flatenned cardboard.png,A can of Pepsi sitting on the ground.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/glass_beer_bottle_2226.png,A brown beer bottle sitting on top of a white table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/cheese_can_717.png,A can of canned food sitting on a wooden floor.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/monster_metal_can_3608.png,a close up of a piece of metal on a table
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/paper_receipt_3879.png,A person holding a crumpled piece of paper in their hand.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/carboard_yogurt_packaging_463.png,A box of chocolate sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/wine_bottle_5290.png,A close up of a wine bottle on a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/Paper_JuiceContainer_4014.png,A carton of watermelon juice sitting on a tiled floor.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/empty_pill_bottle_1699.png,A bottle of vitamin C+D3 on a white surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/empty_juice_box_1632.png,A box of orange juice sitting on top of a table.
